,os_x,os_y,ts_x,ts_y
51,104.74483986933734,400.4758888588641,202.7396015494579,695.2548709238446
52,104.944281694878,400.51029849295134,202.86108875555263,695.0444489104189
53,105.14776793207547,400.54537596244535,202.98531520047425,694.8292823961709
54,105.35543833163838,400.58114798426203,203.11228172839392,694.6093699189535
55,105.56741837392886,400.61763872265186,203.24198909745328,694.3847101656265
56,105.78377838699733,400.6549509833191,203.3744379885318,694.1553019568723
57,106.00461052841098,400.69300861456213,203.50962901312053,693.9211442335574
58,106.22957999181384,400.73267347712994,203.6475627203934,693.6822360444844
59,106.45879560402858,400.7738218671115,203.7882396035581,693.4385765353927
60,106.69236817530184,400.8164332300562,203.9316601055595,693.1901649390793
61,106.93039752758973,400.8604886502742,204.07782462420192,692.9370005665268
62,107.17287496261167,400.9049660682854,204.2267335167495,692.6790827989355
63,107.41979896312765,400.94888895447116,204.37838710405757,692.4164110805679
64,107.67082172697577,400.99330243357423,204.53278567428305,692.1489849123213
65,107.92606810737048,401.03814178683183,204.68992948621687,691.8768038459569
66,108.18565086784216,401.08334350074904,204.8498187722765,691.5998674789157
67,108.44967184787002,401.1288451226124,205.0124537411938,691.3181754496636
68,108.71823266195001,401.17469522045377,205.17783458042874,691.0317274335104
69,108.99096481095081,401.2219644897634,205.34596145833723,690.7405231388549
70,109.26790131754342,401.2694971024071,205.5168345261181,690.4445623038133
71,109.54915857729665,401.31723163422214,205.69045391956138,690.1438446931902
72,109.83485040382949,401.36522412972744,205.86681976061888,689.838370095759
73,110.1250790389246,401.41352547680646,206.0459321588142,689.5281383218193
74,110.41946704923534,401.46329266278235,206.22779121250943,689.2131492010027
75,110.71808857399421,401.51461016191763,206.41239701004258,688.8934025803035
76,111.0209852374748,401.56621189370816,206.59974963074913,688.5688983223085
77,111.32827502648799,401.6181501592752,206.7898491458795,688.2396363036086
78,111.63958051289333,401.67164726950807,206.9826956194229,687.9056164133709
79,111.95503102692338,401.7265410091565,207.1782891088475,687.5668385520578
80,112.27425200333693,401.7840122255772,207.37662966576485,687.2233026302755
81,112.59733879183995,401.8440792815017,207.57771733652675,686.8750085677402
82,112.92439411124575,401.905309984681,207.7815521627613,686.52195629235
83,113.25550865302523,401.9678287263096,207.9881341818543,686.1641457393507
84,113.59028770217893,402.0328858539787,208.1974634273815,685.8015768505875
85,113.92888827144516,402.10038503664543,208.40953992949704,685.4342495738318
86,114.27139782611124,402.17036761601474,208.624363715282,685.0621638621781
87,114.61794884875452,402.2427454570206,208.8419348090576,684.6853196735004
88,114.96866141915419,402.3174385088349,209.06225323266654,684.3037169699663
89,115.32364694979995,402.3942294794885,209.28531900572548,683.9173557175986
90,115.68294740848734,402.47319655341096,209.511132145852,683.5262358858829
91,116.04665750782468,402.55427894475747,209.73969266886823,683.1303574474143
92,116.41480314642915,402.6375588314996,209.97100058898386,682.729720377581
93,116.78685706362175,402.72436774145797,210.2050559189605,682.3243246542792
94,117.1630087963969,402.81302005548184,210.44185867025925,681.9141702576577
95,117.54337728038152,402.9034852671666,210.68140885317314,681.4992571698884
96,117.92807831114317,402.99557913222895,210.92370647694625,681.0795853749602
97,118.31656843710206,403.0907395039024,211.16875154988065,680.6551548584933
98,118.70899167601172,403.18868862733143,211.4165440794323,680.2259656075738
99,119.10558750670587,403.2877183396724,211.66708407229734,679.7920176106036
100,119.50640620534688,403.38801005175077,211.9203715344895,679.3533108571665
101,119.91155789702367,403.4895818234789,212.17640647140968,678.9098453379081
102,120.32114147109174,403.5924499470368,212.4351888879083,678.461621044427
103,120.73524572587371,403.6966291236615,212.69671878834157,678.0086379691782
104,121.15388209105902,403.8022890397921,212.96099617662168,677.5508961053854
105,121.57712772895148,403.9094305641702,213.22802105626215,677.0883954469631
106,122.00435433967125,404.01965173558995,213.49779343041845,676.6211359884459
107,122.43569235334066,404.1326613544777,213.7703133019245,676.1491177249253
108,122.87124594101387,404.24836663467386,214.04558067332536,675.6723406519931
109,123.31129563363739,404.36490002018456,214.32359554690677,675.1908047656902
110,123.7558522977661,404.48248353213796,214.60435792472148,674.7045100624613
111,124.20492395741947,404.6013238064838,214.8878678086131,674.213456539113
112,124.65858974907451,404.72144396315866,215.1741252002373,673.7176441927777
113,125.11692069288037,404.84286495524026,215.4631301010811,673.2170730208799
114,125.57998052048568,404.9656057869756,215.75488251247992,672.7117430211064
115,126.04775103680326,405.08985863554346,216.04938243563308,672.2016541913799
116,126.5202137312318,405.2158031658562,216.3466298716177,671.6868065298349
117,126.9974488960729,405.3432364905197,216.64662482140113,671.167200034796
118,127.47973408981966,405.4702188921004,216.94936728585213,670.6428347047582
119,127.96702451406203,405.5970831930842,217.25485726575093,670.1137105383704
120,128.459279715869,405.72413797479845,217.56309476179823,669.5798275344187
121,128.9564626446508,405.851669581387,217.87407977462337,669.0411856918131
122,129.45883766100664,405.9777368206982,218.1878123047915,668.4977850095747
123,129.9664219041334,406.10256294757846,218.50429235281018,667.9496254868245
124,130.47925264879785,406.2261460587893,218.8235199191353,667.3967071227729
125,130.99736335569364,406.3484801566778,219.1454950041762,666.8390299167107
126,131.5206898419639,406.4699621083892,219.4702176083006,666.2765938680012
127,132.04917555774767,406.59095932822066,219.79768773183866,665.7093989760724
128,132.58277009307417,406.711812162729,220.12790537508698,665.1374452404107
129,133.12169341561648,406.83048145868895,220.46087053831187,664.5607326605548
130,133.665217647345,406.9492876894912,220.79658322175248,663.9792612360903
131,134.2126831989446,407.0703902797388,221.13504342562368,663.3930309666453
132,134.76422413683494,407.1937121379823,221.47625115011837,662.8020418518855
133,135.31919718460293,407.32127811854383,221.8202063954098,662.206293891511
134,135.87768461962904,407.4530676837958,222.16690916165356,661.6057870852521
135,136.4398384125652,407.58885453047503,222.51635944898945,661.0005214328669
136,137.00579792936,407.72843357283455,222.86855725754293,660.3904969341379
137,137.57485941158956,407.8737611640657,223.22350258742674,659.7757135888698
138,138.14718750356838,408.02449339965966,223.58119543874207,659.1561713968875
139,138.7228482800496,408.180535134377,223.94163581157986,658.5318703580334
140,139.30233921999437,408.3392662583598,224.30482370602175,657.9028104721662
141,139.8857950976008,408.5006015758235,224.67075912214108,657.2689917391587
142,140.47333769209848,408.66446372572307,225.03944206000367,656.6304141588969
143,141.06507702467238,408.83078238847,225.4108725196687,655.9870777312784
144,141.6611124803482,408.9994935885665,225.78505050118923,655.3389824562113
145,142.26153382492882,409.17053907915977,226.16197600461302,654.6861283336128
146,142.86642212633194,409.34386579685327,226.5416490299829,654.0285153634088
147,143.4758505889569,409.51942537702627,226.92406957733732,653.3661435455326
148,144.08892266478128,409.69947546869423,227.30923764671087,652.6990128799245
149,144.70477940857057,409.8861018096236,227.69715323813455,652.0271233665305
150,145.3235964303011,410.0789083050057,228.08781635163623,651.3504750053025
151,145.94543473969276,410.27776912549496,228.48122698724097,650.6690677961972
152,146.57034818056445,410.48257361651594,228.87738514497124,649.9829017391754
153,147.19903623387157,410.69046805329583,229.27629082484722,649.2919768342024
154,147.83151831425198,410.901595040463,229.67794402688702,648.5962930812467
155,148.4679181988796,411.11585021751824,230.08234475110694,647.8958504802802
156,149.10891892768504,411.33056847961257,230.48949299752164,647.1906490312774
157,149.75447427476428,411.5461126649423,230.8993887661442,646.4806887342156
158,150.4035421455708,411.7650034285716,231.31203205698642,645.7659695890744
159,151.05616016618268,411.98737231583874,231.72742287005892,645.0464915958355
160,151.71235876506285,412.21334258947,232.1455612053712,644.3222547544824
161,152.3728954965731,412.4401363344119,232.56644706293181,643.5932590650002
162,153.03785747900153,412.66785126397264,232.99008044274842,642.8595045273757
163,153.70738475103764,412.896307750369,233.41646134482792,642.120991141597
164,154.381542417434,413.12560779078,233.84558976917648,641.3777189076533
165,155.06027300941577,413.3560979815141,234.2774657157997,640.6296878255349
166,155.74363885827793,413.58784228443574,234.71208918470253,639.8768978952334
167,156.43169577271374,413.8208987567177,235.1494601758895,639.1193491167408
168,157.12437633435508,414.0555795180304,235.58957868936457,638.3570414900502
169,157.8217352792066,414.2919118778432,236.03244472513143,637.5899750151553
170,158.52370293104715,414.53018355939156,236.47805828319326,636.8181496920507
171,159.22913291935203,414.773040186477,236.92641936355304,636.0415655207312
172,159.93885115830213,415.0174311204767,237.37752796621334,635.2602225011922
173,160.65282372218346,415.2636631881725,237.83138409117652,634.4741206334296
174,161.37120914209774,415.51146342009554,238.2879877384447,633.6832599174398
175,162.09477659262825,415.75797970091986,238.7473389080198,632.8876403532196
176,162.8223121090202,416.0062092274179,239.20943759990348,632.0872619407659
177,163.55463075255568,416.25325555963263,239.6742838140973,631.2821246800761
178,164.29165802483507,416.49965770333677,240.14187755060263,630.4722285711479
179,165.0333271871225,416.74591016393725,240.6122188094207,629.657573613979
180,165.77969959074568,416.99218680078,241.08530759055265,628.8381598085678
181,166.53070828516098,417.2389273736101,241.5611438939994,628.0139871549122
182,167.2864828951018,417.48595148097064,242.0397277197619,627.1850556530109
183,168.0458426726879,417.73624780988683,242.52105906784095,626.3513653028623
184,168.80893437798744,417.9897042781382,243.00513793823725,625.5129161044654
185,169.57589077344616,418.2462191894761,243.49196433095148,624.6697080578189
186,170.34670493333192,418.5059896210872,243.98153824598418,623.8217411629217
187,171.12157037348356,418.7685991108845,244.47385968333592,622.9690154197732
188,171.90046054949872,419.03426774225744,244.96892864300713,622.1115308283723
189,172.68424574459908,419.2997867733701,245.46674512499825,621.2492873887185
190,173.47371546135236,419.56219294639635,245.96730912930965,620.382285100811
191,174.26889674592556,419.8215859011379,246.4706206559417,619.5105239646493
192,175.06974152916658,420.078369635101,246.97667970489468,618.6340039802328
193,175.87691917160763,420.3297096828194,247.48548627616884,617.752725147561
194,176.68907764914118,420.579262336458,247.99704036976445,616.8666874666336
195,177.50624821995626,420.8273277756604,248.51134198568172,615.9758909374501
196,178.32852835213686,421.073852670807,249.02839112392087,615.0803355600102
197,179.15600553224533,421.318783579638,249.54818778448208,614.1800213343136
198,179.98856989203512,421.5627108749014,250.0707319673655,613.2749482603599
199,180.82624439850701,421.80586033842906,250.59602367257128,612.365116338149
200,181.66904996476717,422.04843717837724,251.12406290009952,611.4505255676808
201,182.5170055365365,422.2906279599937,251.65484964995036,610.5311759489548
202,183.3701281981002,422.5326023461616,252.1883839221239,609.607067481971
203,184.2284332900168,422.7745146679861,252.72466571662025,608.6782001667291
204,185.09193453279156,423.01650534330037,253.26369503343946,607.7445740032291
205,185.9606441522001,423.2587021588884,253.80547187258162,606.8061889914708
206,186.83463963746988,423.50087629682395,254.3499962340468,605.8630451314541
207,187.7127119028303,423.74648465503407,254.8972681178351,604.9151424231788
208,188.5937287807216,423.9987075325391,255.4472875239465,603.962480866645
209,189.47659622725817,424.26045925244046,256.0000544523811,603.0050604618525
210,190.36154942631367,424.53106325949375,256.5555689031389,602.0428812088012
211,191.2488118381942,424.80990824695766,257.11383087622,601.0759431074911
212,192.13942763774259,425.09291766305637,257.6748403716244,600.104246157922
213,193.03356167116274,425.3798951617948,258.23859738935215,599.1277903600941
214,193.93221324538862,425.6671077018578,258.80510192940324,598.1465757140071
215,194.83531855336858,425.95503518161206,259.37435399177775,597.1606022196611
216,195.74379770141311,426.24018412593654,259.94635357647564,596.169869877056
217,196.65845689204852,426.51932991066894,260.52110068349697,595.1743786861919
218,197.57785287049012,426.79659939002994,261.0985953128418,594.1741286470685
219,198.50070178393082,427.0757928928556,261.6788374645101,593.1691197596859
220,199.42581909258055,427.3603964100337,262.2618271385018,592.1593520240442
221,200.35346701451843,427.6500973884786,262.8475643348171,591.1448254401432
222,201.28474732382216,427.9409351220663,263.43604905345586,590.125540007983
223,202.21841840487585,428.2364992060738,264.0272812944182,589.1014957275635
224,203.15482583618842,428.5361714443364,264.621261057704,588.0726925988847
225,204.09509566040637,428.83604552356456,265.2179883433133,587.0391306219466
226,205.0393678817756,429.13626797994124,265.8174631512462,586.0008097967492
227,205.98633266990672,429.44054811315107,266.4196854815027,584.9577301232924
228,206.93607677895773,429.7490573389675,267.02465533408275,583.9098916015763
229,207.88882163856522,430.0615954454951,267.63237270898634,582.8572942316009
230,208.84461898721563,430.3783418816067,268.2428376062135,581.7999380133662
231,209.80351130742844,430.69946314087525,268.85605002576426,580.737822946872
232,210.7655327486204,431.02511397233945,269.4720099676386,579.6709490321185
233,211.73070996082882,431.3554384696589,270.09071743183654,578.5993162691057
234,212.69921870055472,431.6902060544794,270.7121724183581,577.5229246578334
235,213.67121896172182,432.0292077895386,271.33637492720317,576.4417741983017
236,214.6468563024521,432.3722542368342,271.96332495837186,575.3558648905106
237,215.62465216431235,432.7228600142854,272.59302251186415,574.2651967344601
238,216.60484015502487,433.0805477073989,273.22546758768004,573.1697697301503
239,217.58775090357645,433.44449642055713,273.86066018581954,572.069583877581
240,218.5735784448849,433.81434937809075,274.49860030628264,570.9646391767523
241,219.56232996014666,434.1901554698561,275.13928794906934,569.8549356276642
242,220.55538443411865,434.5676590258832,275.78272311417965,568.7404732303166
243,221.55108679530852,434.95065255491875,276.42890580161355,567.6212519847097
244,222.54946964743013,435.33922824189773,277.07783601137106,566.4972718908433
245,223.55198782320218,435.72912815215153,277.72951374345223,565.3685329487175
246,224.55873670576563,436.12043330360075,278.383938997857,564.2350351583323
247,225.57104852131417,436.5092118214353,279.0411117745854,563.0967785196876
248,226.58888353895432,436.8958684006871,279.70103207363735,561.9537630327835
249,227.6122072169188,437.2807707109379,280.3636998950129,560.80598869762
250,228.6409893205872,437.6642528417414,281.0291152387121,559.653455514197
251,229.67345684241667,438.05051122336295,281.69727810473495,558.4961634825147
252,230.71097469046552,438.4353952788246,282.3681884930814,557.3341126025729
253,231.7535573216846,438.8192080312672,283.04184640375144,556.1673028743717
254,232.80121803640168,439.2022244065742,283.7182518367451,554.995734297911
255,233.85409009210537,439.5842781282578,284.3974047920624,553.8194068731909
256,234.91217290743558,439.965630814023,285.0793052697033,552.6383206002114
257,235.9755865387376,440.3461003571986,285.7639532696678,551.4524754789725
258,237.04551240967103,440.7217190245451,286.4513487919559,550.2618715094741
259,238.12164337278003,441.09347421813567,287.1414918365677,549.0665086917163
260,239.20218337424853,441.46594631419185,287.83438240350307,547.866387025699
261,240.28837814762622,441.8349681292565,288.53002049276205,546.6615065114223
262,241.3800160826246,442.20141649248177,289.22840610434463,545.4518671488862
263,242.47539768998516,442.56982219179787,289.92953923825087,544.2374689380906
264,243.5758190947601,442.9358549175719,290.6334198944807,543.0183118790357
265,244.6813017253525,443.29988743909666,291.34004807303415,541.7943959717212
266,245.79186571951055,443.662257774413,292.0494237739112,540.5657212161474
267,246.9075297816748,444.0232725235792,292.7615469971119,539.3322876123141
268,248.0284232022799,444.38276894532623,293.4764177426362,538.0940951602213
269,249.15565700867427,444.7366064554392,294.1940360104841,536.8511438598691
270,250.28895088211678,445.08585078616835,294.91440180065564,535.6034337112575
271,251.4266124161199,445.43535830040577,295.6375151131508,534.3509647143865
272,252.56873245313642,445.7852619303064,296.3633759479696,533.093736869256
273,253.71550072837863,446.13523150878723,297.09198430511196,531.8317501758661
274,254.86805448755703,446.4808902131102,297.823340184578,530.5650046342167
275,256.0273808145925,446.81820838759484,298.55744358636764,529.2935002443079
276,257.1931442835794,447.148481764337,299.2942945104809,528.0172370061397
277,258.3661809667629,447.46785446221594,300.0338929569177,526.736214919712
278,259.5462304852631,447.7773844626331,300.77623892567823,525.4504339850249
279,260.7330737029319,448.0780357266056,301.52133241676233,524.1598942020784
280,261.92652573891803,448.37068627113445,302.26917343017004,522.8645955708724
281,263.12724940955775,448.65144207413067,303.0197619659014,521.564538091407
282,264.335732385389,448.9167042031808,303.7730980239564,520.2597217636821
283,265.55166037408003,449.167413443756,304.52918160433495,518.9501465876979
284,266.77476497030676,449.40442380415476,305.2880127070371,517.6358125634541
285,268.0047573769197,449.62898909522306,306.04959133206296,516.316719690951
286,269.24139981347986,449.8422522354972,306.8139174794124,514.9928679701884
287,270.4843903856012,450.0457296714903,307.58099114908543,513.6642574011663
288,271.7336317090755,450.2398446203281,308.35081234108213,512.3308879838848
289,272.988994373819,450.4254659963097,309.12338105540243,510.99275971834396
290,274.2493991758303,450.60820962610046,309.89869729204634,509.6498726045436
291,275.5148864371721,450.78838880140864,310.67676105101384,508.3022266424838
292,276.785892310348,450.9613492004894,311.457572332305,506.94982183216456
293,278.0623843958085,451.1277722789936,312.2411311359198,505.5926581735859
294,279.34424955368064,451.28876817292274,313.02743746185814,504.2307356667478
295,280.631395743148,451.4453510266243,313.81649131012017,502.8640543116503
296,281.9241346575294,451.59293591031457,314.6082926807058,501.4926141082933
297,283.2224351286204,451.73184148629116,315.40284157361504,500.1164150566769
298,284.52624684086544,451.8628581945041,316.2001379888479,498.73545715680103
299,285.83553262006114,451.9867043757229,317.0001819264044,497.34974040866575
300,287.15042917799315,452.0989390072502,317.8029733862845,495.95926481227104
301,288.4709468332566,452.19548119160316,318.6085123684882,494.56403036761685
302,289.796921087691,452.2777096680793,319.4167988730156,493.16403707470323
303,291.12817511948583,452.3473900222419,320.22783289986654,491.7592849335302
304,292.46463436166874,452.4056183627478,321.0416144490411,490.3497739440977
305,293.8062014817548,452.4539071166716,321.85814352053933,488.9355041064058
306,295.1528123639637,452.4936358082368,322.67742011436115,487.51647542045447
307,296.5044279670708,452.52606291378737,323.4994442305066,486.09268788624365
308,297.860676638716,452.55703949080896,324.3242158689756,484.6641415037734
309,299.22160594068674,452.5872085730562,325.1517350297683,483.23083627304374
310,300.5872989018555,452.6166325615078,325.9820017128846,481.79277219405463
311,100.00056,400.0,200.00028,699.9995150257739
312,100.0021829304,400.0,200.0010914652,699.9981095268189
313,100.00532046796293,400.0,200.0026602339815,699.9953923395841
314,100.0103502577431,400.0000044301821,200.00518912953643,699.991012163996
315,100.01761145017547,400.0000198343747,200.00886030534537,699.9846535009714
316,100.02740864343806,400.0000427404302,200.01383735162761,699.9760330039389
317,100.03976336470774,400.0000017287187,200.02026718712324,699.9648962021762
318,100.05469503466554,399.99996747252504,200.0282817580835,699.9510145580722
319,100.07250103253845,399.99994142211034,200.0379995641172,699.9341828242837
320,100.09342042093782,399.99991467199635,200.04952702853802,699.9142166702244
321,100.11769591428926,399.99988735257324,200.0629597290597,699.890950550438
322,100.14551747636757,399.99984646042725,200.07838350307122,699.8642357902056
323,100.17708372113823,399.9997905989096,200.09587544027323,699.8339388662489
324,100.21229298430629,399.9998790425484,200.11550477415497,699.799939862647
325,100.25130551916307,400.0001065036896,200.13733368262083,699.7621310841104
326,100.2942650814338,400.0005019904731,200.16141800702493,699.7204158105765
327,100.34132879122856,400.00107620842493,200.18780789792902,699.6747071787244
328,100.39236053642452,400.001614480357,200.21654839505106,699.6249271774742
329,100.44751590875158,400.00211493769626,200.2476799481114,699.5710057458551
330,100.50693464371436,400.00257582941623,200.28123888459936,699.51287996281
331,100.57071405545821,400.0030223909161,200.31725782986985,699.4504933195665
332,100.63896974449588,400.0034541238333,200.3557660844278,699.3837950661613
333,100.7117776972942,400.0038400484405,200.39678996276376,699.3127396245599
334,100.78895470033574,400.0038570424865,200.44035309765852,699.2372860615852
335,100.87058596595678,400.00353568941637,200.48647671347612,699.1573976155603
336,100.95649279041649,400.0025211273758,200.53517987160578,699.0730412711907
337,101.04650644688425,400.00044830613336,200.58647969089043,698.9841873777706
338,101.14048866851104,399.9977182122492,200.64039154559177,698.8908093062976
339,101.23832362157056,399.9947447317847,200.6969292431805,698.7928831415309
340,101.34015127396951,399.9915680615736,200.75610518400796,698.690387405432
341,101.44582976129395,399.98776312377373,200.8179305047057,698.5833028087893
342,101.55549309414937,399.98329355403405,200.88241520697116,698.4716120281546
343,101.66929106799404,399.97816670168083,200.94956827322872,698.3552995055124
344,101.78710098785257,399.97287907122717,201.01939777050399,698.2343512683647
345,101.90904331364179,399.9673753323308,201.09191094371192,698.1087547681504
346,102.03499847639333,399.9621705668919,201.16711429943823,697.9784987351328
347,102.16511677609684,399.9572423510111,201.24501368118248,697.8435730480736
348,102.29953333062298,399.95257048139314,201.32561433693317,697.7039686171901
349,102.4383695961702,399.9481365918055,201.4089209798563,697.5596772790392
350,102.58170842405464,399.94398213705324,201.49493784279915,697.4106917021145
351,102.7296239908413,399.94014939814645,201.58366872723948,697.2570053020634
352,102.88217982727917,399.936559294574,201.67511704724652,697.0986121655444
353,103.03946268079534,399.9331964729978,201.76928586896162,696.9355069818449
354,103.2012567471062,399.9294058637918,201.86617794605573,696.767684981467
355,103.36739658462534,399.92586795843243,201.96579575157318,696.5951418809723
356,103.53799895682315,399.922564612164,202.06814150653037,696.4178738334475
357,103.71316878766984,399.9194792216847,202.17321720559985,696.2358773840183
358,103.89270754632065,399.9158867719302,202.28102464017718,696.0491494298967
359,104.07643099774542,399.9110811932783,202.3915654190967,695.8576871844998
360,104.26443943627062,399.9051910465726,202.50484098723655,695.6614881452253
361,104.45685008205123,399.8982611203255,202.62085264222728,695.4605500645113
362,104.6537438486415,399.89041149049064,202.7396015494579,695.2548709238446
363,104.8551948786564,399.8817569151096,202.86108875555263,695.0444489104189
364,105.06129524807012,399.87232454905745,202.98531520047425,694.8292823961709
365,105.2718063188207,399.861319583005,203.11228172839392,694.6093699189535
366,105.48659496184108,399.849674009128,203.24198909745328,694.3847101656265
367,105.70578270818284,399.8374038566855,203.3744379885318,694.1553019568723
368,105.92924824113624,399.8254217286005,203.50962901312053,693.9211442335574
369,106.15687970787586,399.8146027209368,203.6475627203934,693.6822360444844
370,106.38878324436908,399.8049511665345,203.7882396035581,693.4385765353927
371,106.62483047318048,399.7973218631065,203.9316601055595,693.1901649390793
372,106.86514415662143,399.7915781547415,204.07782462420192,692.9370005665268
373,107.10983667728703,399.7875961270295,204.2267335167495,692.6790827989355
374,107.35873797701697,399.78624565170065,204.37838710405757,692.4164110805679
375,107.61167699343196,399.78636409316937,204.53278567428305,692.1489849123213
376,107.86851856581659,399.7868459494577,204.68992948621687,691.8768038459569
377,108.12942452085099,399.78766867013354,204.8498187722765,691.5998674789157
378,108.39426270289323,399.78776931265924,205.0124537411938,691.3181754496636
379,108.6631906393866,399.78719581153695,205.17783458042874,691.0317274335104
380,108.93606321389447,399.7849203949508,205.34596145833723,690.7405231388549
381,109.21302888846049,399.78105280444504,205.5168345261181,690.4445623038133
382,109.49422218069573,399.77569222264975,205.69045391956138,690.1438446931902
383,109.7797395263071,399.7690412624475,205.86681976061888,689.838370095759
384,110.0696947011825,399.7611746355518,206.0459321588142,689.5281383218193
385,110.36394363248337,399.7533227618027,206.22779121250943,689.2131492010027
386,110.66229567853125,399.74431063199785,206.41239701004258,688.8934025803035
387,110.96456644510147,399.7330278693405,206.59974963074913,688.5688983223085
388,111.27067079640142,399.72082616897706,206.7898491458795,688.2396363036086
389,111.58054392812356,399.7089773022613,206.9826956194229,687.9056164133709
390,111.89436122685375,399.6974388751076,207.1782891088475,687.5668385520578
391,112.2122478812947,399.6860491480001,207.37662966576485,687.2233026302755
392,112.53432530630569,399.6749089571,207.57771733652675,686.8750085677402
393,112.8604010462724,399.6627185707629,207.7815521627613,686.52195629235
394,113.19062397317332,399.64953523630516,207.9881341818543,686.1641457393507
395,113.525128096504,399.6354107698596,208.1974634273815,685.8015768505875
396,113.8640340313001,399.62039218806166,208.40953992949704,685.4342495738318
397,114.20745032458687,399.60452224657564,208.624363715282,685.0621638621781
398,114.55525743328883,399.5892125092643,208.8419348090576,684.6853196735004
399,114.9073422795913,399.57579183323105,209.06225323266654,684.3037169699663
400,115.26382038926157,399.56410898668884,209.28531900572548,683.9173557175986
401,115.62455360011872,399.5554434669877,209.511132145852,683.5262358858829
402,115.98934099070233,399.54814761730614,209.73969266886823,683.1303574474143
403,116.35829939294871,399.5422573398748,209.97100058898386,682.729720377581
404,116.73129428096053,399.5391234422729,210.2050559189605,682.3243246542792
405,117.10845661599777,399.53854034386296,210.44185867025925,681.9141702576577
406,117.4898778446311,399.5404706297105,210.68140885317314,681.4992571698884
407,117.87563955894498,399.544884752063,210.92370647694625,681.0795853749602
408,118.26553590493134,399.55312486656516,211.16875154988065,680.6551548584933
409,118.65967165097786,399.5649200406891,211.4165440794323,680.2259656075738
410,119.05792137356265,399.5784606706286,211.66708407229734,679.7920176106036
411,119.46038431417172,399.5937900413181,211.9203715344895,679.3533108571665
412,119.86683401651491,399.6123678170608,212.17640647140968,678.9098453379081
413,120.27739946676192,399.63397335592134,212.4351888879083,678.461621044427
